cve_id,description,cwe,vendors,products,cvss_base_score,cvss_exploitability_score,cvss_impact_score,attackVector,attackComplexity,privilegesRequired,userInteraction,scope,confidentialityImpact,integrityImpact,availabilityImpact,published,modified,is_exploited
CVE-2021-204752,Vulnerability in product allows CWE-119 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.7. Exploitation in the wild has not been confirmed.,CWE-119,Adobe,Linux Kernel;Office;Safari,5.69844889551141,4.987691373206329,5.278749867200048,LOCAL,LOW,HIGH,REQUIRED,CHANGED,NONE,LOW,LOW,2021-08-16T17:45Z,2021-10-07T20:45Z,0
CVE-2023-204845,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 2.9. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Apple,Acrobat Reader;Database Server;Windows,2.935779587515763,1.8239841071214307,2.161500131243624,LOCAL,HIGH,HIGH,NONE,UNCHANGED,HIGH,LOW,HIGH,2023-01-15T02:29Z,2023-09-03T22:56Z,0
CVE-2019-200407,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-22,Cisco,Java SE;VPN Appliance,4.592189456123326,3.1797662979244583,4.535258578224485,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,HIGH,2019-11-23T21:24Z,2019-02-27T07:56Z,0
CVE-2019-203943,Vulnerability in product allows CWE-200 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 3.9. Exploitation in the wild has not been confirmed.,CWE-200,Apple,VPN Appliance;Windows,3.936769733302633,0.0,3.2167174854623584,NETWORK,HIGH,LOW,REQUIRED,CHANGED,NONE,NONE,LOW,2019-10-11T19:45Z,2019-04-08T00:59Z,0
CVE-2020-208216,Vulnerability in product allows CWE-20 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 8.4. Exploitation in the wild has not been confirmed.,CWE-20,Cisco;Google,Linux Kernel,8.357854149313553,5.862372230809073,8.916906092459772,LOCAL,HIGH,LOW,REQUIRED,CHANGED,NONE,LOW,LOW,2020-11-02T12:25Z,2020-02-16T11:59Z,0
CVE-2018-201464,Vulnerability in product allows CWE-476 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-476,IBM;Microsoft,Exchange Server;VPN Appliance;iOS,6.588844895536577,7.026945724744912,5.568356037913414,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,NONE,LOW,2018-02-24T06:43Z,2018-01-23T09:06Z,0
CVE-2020-200536,Vulnerability in product allows CWE-119 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.9. Exploitation in the wild has not been confirmed.,CWE-119,Linux,Exchange Server;Web Browser,6.850860942553552,6.004927800780865,6.915138404463695,LOCAL,HIGH,HIGH,REQUIRED,CHANGED,NONE,LOW,NONE,2020-02-23T07:52Z,2020-12-24T01:43Z,0
CVE-2023-204743,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.7. Exploitation in the wild has not been confirmed.,CWE-22,IBM;Linux,Database Server,3.7112089785194557,5.239020667835351,3.840702867247543,LOCAL,LOW,LOW,NONE,CHANGED,LOW,LOW,LOW,2023-09-05T07:50Z,2023-08-04T00:11Z,0
CVE-2023-100294,Vulnerability in product allows CWE-89 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 9.9. This issue has been observed exploited in the wild.,CWE-89,SAP;VMware,VPN Appliance,9.893766240762492,10.0,9.294420887546671,NETWORK,HIGH,LOW,REQUIRED,CHANGED,HIGH,HIGH,HIGH,2023-06-28T14:04Z,2023-09-06T16:39Z,1
CVE-2021-201803,Vulnerability in product allows CWE-200 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.7. Exploitation in the wild has not been confirmed.,CWE-200,Oracle,VPN Appliance,4.720693718195443,5.018362002331699,3.686824478876421,ADJACENT,HIGH,NONE,NONE,UNCHANGED,HIGH,LOW,NONE,2021-06-29T12:31Z,2021-09-13T02:31Z,0
CVE-2018-203398,Vulnerability in product allows CWE-787 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.8. Exploitation in the wild has not been confirmed.,CWE-787,Linux,Web Browser,5.773201113625424,3.8383304313853155,4.610818412635416,LOCAL,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,2018-08-06T13:32Z,2018-12-07T16:55Z,0
CVE-2021-203141,Vulnerability in product allows CWE-287 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.5. Exploitation in the wild has not been confirmed.,CWE-287,Adobe;SAP,Database Server;Web Browser,4.4998186678728835,4.761609890710404,2.2840904242694675,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,NONE,LOW,2021-09-21T00:05Z,2021-04-13T17:17Z,0
CVE-2020-208622,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.3. Exploitation in the wild has not been confirmed.,CWE-20,IBM,Chrome;Java SE;Windows,4.320098986814236,5.995224489493349,4.317716870031344,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,NONE,2020-01-18T19:01Z,2020-11-21T05:28Z,0
CVE-2019-202119,Vulnerability in product allows CWE-476 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 9.3. Exploitation in the wild has not been confirmed.,CWE-476,Oracle,Web Browser,9.281733297400702,8.04208744779821,7.433878615718468,ADJACENT,LOW,LOW,NONE,CHANGED,HIGH,LOW,LOW,2019-11-18T13:30Z,2019-12-03T18:53Z,0
CVE-2022-208599,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Cisco;Microsoft,Safari,6.177456352602253,7.019144485324747,7.401158428014364,LOCAL,LOW,HIGH,NONE,CHANGED,HIGH,LOW,HIGH,2022-06-12T18:08Z,2022-01-17T04:24Z,0
CVE-2021-204550,Vulnerability in product allows CWE-352 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.4. Exploitation in the wild has not been confirmed.,CWE-352,SAP,Android;Safari,4.418985239895586,3.036881801318385,2.972670301302509,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,LOW,NONE,2021-06-20T12:49Z,2021-05-24T21:59Z,0
CVE-2020-202208,Vulnerability in product allows CWE-79 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.3. Exploitation in the wild has not been confirmed.,CWE-79,IBM;SAP,Chrome;Web Browser,5.270956568987243,4.694935552403378,4.727551976041745,LOCAL,LOW,LOW,REQUIRED,CHANGED,NONE,LOW,HIGH,2020-08-17T07:03Z,2020-01-05T06:13Z,0
CVE-2020-100556,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 8.5. This issue has been observed exploited in the wild.,CWE-352,Cisco;VMware,Android;Safari,8.497824442486603,6.795940065465808,8.054223161370285,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,HIGH,HIGH,2020-08-28T10:27Z,2020-06-29T16:17Z,1
CVE-2020-208325,Vulnerability in product allows CWE-119 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 1.3. Exploitation in the wild has not been confirmed.,CWE-119,Adobe;SAP,Chrome;Database Server;Safari,1.2956466802181108,0.0,0.8822409614089679,LOCAL,LOW,LOW,REQUIRED,CHANGED,LOW,HIGH,NONE,2020-01-15T23:01Z,2020-10-08T22:13Z,0
CVE-2022-204195,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Cisco,CMS;Safari;Windows,6.271610062067899,6.215506219154779,4.6879726937239665,LOCAL,HIGH,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2022-07-13T07:14Z,2022-02-03T04:30Z,0
CVE-2021-201869,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.9. Exploitation in the wild has not been confirmed.,CWE-89,Microsoft;Oracle,Database Server;Java SE;iOS,5.914283938890123,6.273298373342747,4.177271872609219,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,2021-07-14T05:22Z,2021-09-15T17:28Z,0
CVE-2023-203138,Vulnerability in product allows CWE-476 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-476,IBM,Android,4.599415086333041,4.02968802613583,3.498538114067159,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,NONE,HIGH,2023-08-03T13:34Z,2023-04-09T08:18Z,0
CVE-2023-203686,Vulnerability in product allows CWE-20 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.1. Exploitation in the wild has not been confirmed.,CWE-20,IBM,CMS;Web Browser,7.137648962961377,6.629753776567388,7.363551846093154,PHYSICAL,HIGH,LOW,REQUIRED,UNCHANGED,LOW,LOW,LOW,2023-11-25T23:40Z,2023-10-01T21:04Z,0
CVE-2020-202004,Vulnerability in product allows CWE-352 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.2. Exploitation in the wild has not been confirmed.,CWE-352,Adobe,Acrobat Reader;Java SE;iOS,4.20987292281907,3.1614296878088917,4.646121312888759,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2020-08-31T15:39Z,2020-10-05T15:30Z,0
CVE-2019-100362,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 9.0. This issue has been observed exploited in the wild.,CWE-200,Linux,Android;Exchange Server;Office,9.012096212684598,9.302110436563554,8.237214199976956,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,LOW,HIGH,2019-07-25T04:23Z,2019-02-15T19:37Z,1
CVE-2018-206324,Vulnerability in product allows CWE-200 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-200,Oracle,Database Server;iOS,2.462640882220923,1.6227871634970275,2.8206167850667057,LOCAL,HIGH,LOW,REQUIRED,CHANGED,LOW,LOW,LOW,2018-07-13T18:56Z,2018-06-19T14:26Z,0
CVE-2021-201104,Vulnerability in product allows CWE-787 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.5. Exploitation in the wild has not been confirmed.,CWE-787,Linux;VMware,Acrobat Reader;CMS;VPN Appliance,6.457203473496514,5.933956459997781,7.86241593732725,LOCAL,LOW,HIGH,REQUIRED,CHANGED,LOW,NONE,LOW,2021-11-28T06:23Z,2021-01-30T08:59Z,0
CVE-2018-201539,Vulnerability in product allows CWE-79 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 8.0. Exploitation in the wild has not been confirmed.,CWE-79,Oracle,Exchange Server;Web Browser,7.98940591755947,7.7925558934092205,8.449418556124034,NETWORK,HIGH,NONE,NONE,CHANGED,NONE,LOW,HIGH,2018-03-02T12:04Z,2018-03-24T05:14Z,0
CVE-2021-202639,Vulnerability in product allows CWE-79 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.1. Exploitation in the wild has not been confirmed.,CWE-79,Google;SAP,Safari,6.148994552693654,5.570419930680939,4.8462585902754105,ADJACENT,HIGH,LOW,NONE,CHANGED,LOW,NONE,NONE,2021-05-19T15:07Z,2021-07-01T04:33Z,0
CVE-2023-201783,Vulnerability in product allows CWE-119 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.9. Exploitation in the wild has not been confirmed.,CWE-119,Linux;Oracle,Android;CMS;Office,7.931539042305901,6.94068033617642,5.036194608200281,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,HIGH,2023-12-25T19:05Z,2023-11-17T14:30Z,0
CVE-2018-206714,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.1. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Apple,Linux Kernel;VPN Appliance;Windows,5.0669941094360675,3.9548533321720227,3.8816560217123905,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,LOW,HIGH,2018-09-24T09:38Z,2018-05-25T02:03Z,0
CVE-2018-203711,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.4. Exploitation in the wild has not been confirmed.,CWE-287,Oracle,Acrobat Reader;Database Server;Safari,7.382343173598901,5.492434862845092,8.07697570470554,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,HIGH,2018-12-20T05:33Z,2018-04-14T04:48Z,0
CVE-2022-200712,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-287,Google;SAP,Chrome;Safari,7.321415902600193,5.508788289130415,5.982015506620245,NETWORK,LOW,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2022-05-03T05:45Z,2022-06-30T17:22Z,0
CVE-2022-203330,Vulnerability in product allows CWE-200 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.0. Exploitation in the wild has not been confirmed.,CWE-200,Adobe;SAP,iOS,3.966682939232825,2.6896382839604724,1.6330149279713253,ADJACENT,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,2022-08-01T15:01Z,2022-04-05T05:01Z,0
CVE-2019-205583,Vulnerability in product allows NVD-CWE-noinfo with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Cisco;Microsoft,Windows,6.230281982788155,4.392281081999446,6.650806288454358,PHYSICAL,LOW,LOW,REQUIRED,CHANGED,NONE,NONE,LOW,2019-09-19T11:47Z,2019-09-10T16:19Z,0
CVE-2018-200991,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-79,Microsoft;SAP,Chrome;Windows,6.573634588277166,6.118341011021516,4.332965404942341,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,HIGH,NONE,LOW,2018-11-21T07:08Z,2018-03-05T13:31Z,0
CVE-2022-208787,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 8.4. Exploitation in the wild has not been confirmed.,CWE-20,Linux,Android;VPN Appliance;Windows,8.38364760654611,8.582870014934748,9.73875071299278,NETWORK,LOW,LOW,REQUIRED,CHANGED,NONE,LOW,NONE,2022-09-05T01:34Z,2022-12-02T01:30Z,0
CVE-2018-201562,Vulnerability in product allows CWE-89 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 8.6. Exploitation in the wild has not been confirmed.,CWE-89,Cisco;IBM,Android;Exchange Server;Office,8.556164802153454,7.978823563262344,8.80204377186684,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,LOW,NONE,2018-09-14T18:29Z,2018-03-31T23:42Z,0
CVE-2021-201796,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.1. Exploitation in the wild has not been confirmed.,CWE-20,Microsoft;VMware,Database Server;Exchange Server;Java SE,7.137019657357302,5.050310585877171,7.03339746334246,NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,NONE,LOW,2021-07-10T17:08Z,2021-01-19T01:57Z,0
CVE-2023-100317,Vulnerability in product allows CWE-22 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 8.0. This issue has been observed exploited in the wild.,CWE-22,Google,Database Server;Web Browser,7.954449834799314,6.427373733335873,8.977346696120396,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-10-12T08:52Z,2023-09-22T23:37Z,1
CVE-2018-204633,Vulnerability in product allows CWE-287 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.0. Exploitation in the wild has not been confirmed.,CWE-287,VMware,CMS;Office,5.979496824943682,3.620709967540378,5.900752207149422,LOCAL,HIGH,LOW,NONE,CHANGED,HIGH,LOW,HIGH,2018-09-06T00:49Z,2018-06-11T02:14Z,0
CVE-2023-204468,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.6. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Google;SAP,Acrobat Reader;Android,5.624726823913814,3.15337973724447,6.425866228950351,LOCAL,HIGH,NONE,NONE,CHANGED,HIGH,LOW,LOW,2023-01-16T23:30Z,2023-05-11T01:36Z,0
CVE-2020-203436,Vulnerability in product allows CWE-287 with ADJACENT access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-287,Apple;Google,Android;Chrome,2.4527094333427297,1.787231845414496,2.6280616054082806,ADJACENT,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,LOW,2020-04-07T09:11Z,2020-07-06T12:07Z,0
CVE-2022-202420,Vulnerability in product allows CWE-476 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 8.5. Exploitation in the wild has not been confirmed.,CWE-476,Microsoft;SAP,Windows,8.527962484780133,7.92408780732045,10.0,NETWORK,HIGH,LOW,REQUIRED,CHANGED,NONE,HIGH,LOW,2022-10-13T14:28Z,2022-12-22T07:17Z,0
CVE-2018-207628,Vulnerability in product allows CWE-119 with PHYSICAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 7.2. Exploitation in the wild has not been confirmed.,CWE-119,Cisco,Chrome;Database Server;Web Browser,7.186461998887955,5.341910851760725,8.30601965518871,PHYSICAL,HIGH,NONE,REQUIRED,UNCHANGED,LOW,HIGH,NONE,2018-03-01T12:03Z,2018-11-29T07:48Z,0
CVE-2021-204695,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-200,IBM;SAP,Linux Kernel,4.565716378745694,4.304398126407792,4.999910832350507,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,LOW,2021-12-11T23:38Z,2021-01-21T10:53Z,0
CVE-2019-203372,Vulnerability in product allows NVD-CWE-noinfo with PHYSICAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.1. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe;Oracle,Chrome;Office;iOS,5.055645670955353,3.2590951900168115,4.168535630773344,PHYSICAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2019-05-14T16:18Z,2019-05-20T21:45Z,0
